"species_code","common_name","scientific_name"
"yewlap2","Yellow-wattled Lapwing","Vanellus malabaricus"
"yewtan1","Yellow-winged Tanager","Thraupis abbas"
"yewvir1","Yellow-winged Vireo","Vireo carmioli"
"ytbcoc1","Yellow-tailed Black-Cockatoo","Zanda funerea"
"ytbtan1","Yellow-throated Chlorospingus","Chlorospingus flavigularis"
"yucfly1","Yucatan Flycatcher","Myiarchus yucatanensis"
"yucjay1","Yucatan Jay","Cyanocorax yucatanicus"
"yucnig1","Yucatan Nightjar","Antrostomus badius"
"yucpoo1","Yucatan Poorwill","Nyctiphrynus yucatanicus"
"yucvir","Yucatan Vireo","Vireo magister"
"yucwoo","Yucatan Woodpecker","Melanerpes pygmaeus"
"yucwre1","Yucatan Wren","Campylorhynchus yucatanicus"
"ywcpar","Yellow-crowned Amazon","Amazona ochrocephala"
"zapspa1","Zapata Sparrow","Torreornis inexpectata"
"zapwre1","Zapata Wren","Ferminia cerverai"
"zebdov","Zebra Dove","Geopelia striata"
"zebfin2","Zebra Finch","Taeniopygia guttata"
"zelant1","Zeledon's Antbird","Hafferia zeledoni"
"zendov","Zenaida Dove","Zenaida aurita"
"zitcis1","Zitting Cisticola","Cisticola juncidis"
"zothaw","Zone-tailed Hawk","Buteo albonotatus"
